schema_version,operation,metric_unit,k,r,profile,method,wire_scope,confidence,transform_side,candidate_transform_side,parent_size,candidate_size,transmitted_size,padded_coordinates,shortened_coordinates,punctured_coordinates,parent_inflation,parent_field,candidate_field,padding_forces_gf16,gf8_boundary_rescue_candidate,butterfly_equivalents,xor_byte_ops,fixed_multiplications,load_byte_ops,store_byte_ops,temporary_shard_slots,irregular_boundary_ops,transform_passes,copied_shard_bytes,zero_filled_shard_bytes,symbolic_score,gain_vs_padded
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,legacy_high_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,64,63,128,72,72,56,55,1,1.777777778,gf8,gf8,false,false,160,4164,4066,8205,2501,63,4,14,135,0,23018,0.147667043
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,legacy_high_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,64,63,128,72,72,56,55,1,1.777777778,gf8,gf8,false,false,0,504,567,567,63,1,0,1,0,0,2268,1.498677249
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,legacy_high_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,64,63,128,72,72,56,55,1,1.777777778,gf8,gf8,false,false,10584,10584,10584,21168,10584,288,7,21,0,0,63532,0.053500598
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,low_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,16,16,128,128,72,56,7,49,1.777777778,gf8,gf8,false,false,160,320,160,456,463,32,0,20,136,7,1559,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,low_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,128,128,72,56,7,49,1.777777778,gf8,gf8,false,false,155,310,155,446,446,32,1,20,136,0,1516,1.028364116
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,low_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,128,128,72,56,7,49,1.777777778,gf8,gf8,false,false,155,310,155,446,446,32,2,20,136,0,1520,1.025657895
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,low_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,16,16,128,128,72,56,7,49,1.777777778,gf8,gf8,false,false,155,310,155,446,446,16,8,20,136,0,1544,1.009715026
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,low_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,16,9,128,72,72,56,7,49,1.777777778,gf8,gf8,false,false,96,264,168,471,399,9,8,32,135,0,1502,1.037949401
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,low_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,16,9,128,72,72,56,7,49,1.777777778,gf8,gf8,false,false,96,256,168,463,399,9,16,40,135,0,1518,1.027009223
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,low_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,16,9,128,72,72,56,7,49,1.777777778,gf8,gf8,false,false,0,504,567,567,63,1,0,1,0,0,2268,0.687389771
leopard2-c0-v2,systematic_encode,per_payload_byte,9,63,low_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,16,9,128,72,72,56,7,49,1.777777778,gf8,gf8,false,false,10584,10584,10584,21168,10584,288,7,21,0,0,63532,0.024538815
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,legacy_high_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,128,128,256,256,74,182,119,63,3.459459459,gf8,gf8,false,false,896,1792,896,1994,2113,256,0,14,202,119,7691,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,legacy_high_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,128,128,256,256,74,182,119,63,3.459459459,gf8,gf8,false,false,587,1174,587,1376,1376,256,1,14,202,0,5104,1.506857367
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,legacy_high_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,128,128,256,256,74,182,119,63,3.459459459,gf8,gf8,false,false,587,1174,587,1376,1376,256,2,14,202,0,5108,1.505677369
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,legacy_high_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,128,128,256,256,74,182,119,63,3.459459459,gf8,gf8,false,false,587,1174,587,1376,1376,128,14,14,202,0,5156,1.491660202
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,legacy_high_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,128,65,256,74,74,182,119,63,3.459459459,gf8,gf8,false,false,384,898,514,1167,1037,65,2,14,139,0,4138,1.858627356
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,legacy_high_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,128,65,256,74,74,182,119,63,3.459459459,gf8,gf8,false,false,384,896,514,1165,1037,65,4,16,139,0,4142,1.856832448
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,legacy_high_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,128,65,256,74,74,182,119,63,3.459459459,gf8,gf8,false,false,0,520,585,585,65,1,0,1,0,0,2340,3.286752137
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,legacy_high_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,128,65,256,74,74,182,119,63,3.459459459,gf8,gf8,false,false,10878,10878,10878,21756,10878,296,7,21,0,0,65296,0.117786694
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,low_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,16,16,128,128,74,54,7,47,1.72972973,gf8,gf8,false,false,192,384,192,538,545,32,0,24,154,7,1851,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,low_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,128,128,74,54,7,47,1.72972973,gf8,gf8,false,false,187,374,187,528,528,32,1,24,154,0,1808,1.023783186
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,low_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,128,128,74,54,7,47,1.72972973,gf8,gf8,false,false,170,340,170,494,494,32,2,24,154,0,1676,1.104415274
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,low_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,16,16,128,128,74,54,7,47,1.72972973,gf8,gf8,false,false,170,340,170,494,494,16,8,24,154,0,1700,1.088823529
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,low_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,16,9,128,74,74,54,7,47,1.72972973,gf8,gf8,false,false,108,297,189,524,443,9,9,36,146,0,1678,1.103098927
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,low_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,16,9,128,74,74,54,7,47,1.72972973,gf8,gf8,false,false,108,288,189,515,443,9,18,45,146,0,1696,1.091391509
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,low_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,16,9,128,74,74,54,7,47,1.72972973,gf8,gf8,false,false,0,520,585,585,65,1,0,1,0,0,2340,0.791025641
leopard2-c0-v2,systematic_encode,per_payload_byte,9,65,low_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,16,9,128,74,74,54,7,47,1.72972973,gf8,gf8,false,false,10878,10878,10878,21756,10878,296,7,21,0,0,65296,0.028347831
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,legacy_high_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,128,128,256,256,136,120,119,1,1.882352941,gf8,gf8,false,false,896,1792,896,2056,2175,256,0,14,264,119,7815,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,legacy_high_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,128,128,256,256,136,120,119,1,1.882352941,gf8,gf8,false,false,587,1174,587,1438,1438,256,1,14,264,0,5228,1.494835501
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,legacy_high_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,128,128,256,256,136,120,119,1,1.882352941,gf8,gf8,false,false,587,1174,587,1438,1438,256,2,14,264,0,5232,1.493692661
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,legacy_high_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,128,128,256,256,136,120,119,1,1.882352941,gf8,gf8,false,false,587,1174,587,1438,1438,128,14,14,264,0,5280,1.480113636
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,legacy_high_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,128,127,256,136,136,120,119,1,1.882352941,gf8,gf8,false,false,642,2808,2166,4595,3071,127,12,54,263,0,14854,0.52612091
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,legacy_high_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,128,127,256,136,136,120,119,1,1.882352941,gf8,gf8,false,false,384,16644,16386,32909,9221,127,4,16,263,0,91562,0.085352002
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,legacy_high_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,128,127,256,136,136,120,119,1,1.882352941,gf8,gf8,false,false,0,1016,1143,1143,127,1,0,1,0,0,4572,1.709317585
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,legacy_high_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,128,127,256,136,136,120,119,1,1.882352941,gf8,gf8,false,false,26112,26112,26112,52224,26112,544,8,24,0,0,156704,0.049871095
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,low_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,16,16,256,256,136,120,7,113,1.882352941,gf8,gf8,false,false,288,576,288,840,847,32,0,36,264,7,2839,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,low_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,256,256,136,120,7,113,1.882352941,gf8,gf8,false,false,283,566,283,830,830,32,1,36,264,0,2796,1.015379113
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,low_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,256,256,136,120,7,113,1.882352941,gf8,gf8,false,false,283,566,283,830,830,32,2,36,264,0,2800,1.013928571
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,low_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,16,16,256,256,136,120,7,113,1.882352941,gf8,gf8,false,false,283,566,283,830,830,16,8,36,264,0,2824,1.005311615
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,low_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,16,9,256,136,136,120,7,113,1.882352941,gf8,gf8,false,false,192,528,336,943,799,9,16,64,271,0,3006,0.944444444
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,low_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,16,9,256,136,136,120,7,113,1.882352941,gf8,gf8,false,false,192,512,336,927,799,9,32,80,271,0,3038,0.934496379
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,low_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,16,9,256,136,136,120,7,113,1.882352941,gf8,gf8,false,false,0,1016,1143,1143,127,1,0,1,0,0,4572,0.620953631
leopard2-c0-v2,systematic_encode,per_payload_byte,9,127,low_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,16,9,256,136,136,120,7,113,1.882352941,gf8,gf8,false,false,26112,26112,26112,52224,26112,544,8,24,0,0,156704,0.018116959
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,legacy_high_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,256,256,512,512,138,374,247,127,3.710144928,gf16,gf16,true,false,2048,4096,2048,4490,4737,512,0,16,394,247,17419,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,legacy_high_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,256,256,512,512,138,374,247,127,3.710144928,gf16,gf16,true,false,1291,2582,1291,2976,2976,512,1,16,394,0,11120,1.566456835
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,legacy_high_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,256,256,512,512,138,374,247,127,3.710144928,gf16,gf16,true,false,1291,2582,1291,2976,2976,512,2,16,394,0,11124,1.565893563
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,legacy_high_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,256,256,512,512,138,374,247,127,3.710144928,gf16,gf16,true,false,1291,2582,1291,2976,2976,256,16,16,394,0,11180,1.558050089
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,legacy_high_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,256,129,512,138,138,374,247,127,3.710144928,gf16,gf8,true,true,896,2050,1154,2575,2317,129,2,16,267,0,9258,1.881507885
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,legacy_high_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,256,129,512,138,138,374,247,127,3.710144928,gf16,gf8,true,true,896,2048,1154,2573,2317,129,4,18,267,0,9262,1.880695314
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,legacy_high_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,256,129,512,138,138,374,247,127,3.710144928,gf16,gf8,true,true,0,1032,1161,1161,129,1,0,1,0,0,4644,3.750861326
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,legacy_high_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,256,129,512,138,138,374,247,127,3.710144928,gf16,gf8,true,true,26496,26496,26496,52992,26496,552,8,24,0,0,159008,0.109547947
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,low_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,16,16,256,256,138,118,7,111,1.855072464,gf8,gf8,false,false,320,640,320,922,929,32,0,40,282,7,3131,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,low_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,256,256,138,118,7,111,1.855072464,gf8,gf8,false,false,315,630,315,912,912,32,1,40,282,0,3088,1.01392487
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,low_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,256,256,138,118,7,111,1.855072464,gf8,gf8,false,false,298,596,298,878,878,32,2,40,282,0,2956,1.059201624
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,low_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,16,16,256,256,138,118,7,111,1.855072464,gf8,gf8,false,false,298,596,298,878,878,16,8,40,282,0,2980,1.050671141
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,low_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,16,9,256,138,138,118,7,111,1.855072464,gf8,gf8,false,false,192,528,336,945,801,9,16,64,273,0,3010,1.040199336
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,low_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,16,9,256,138,138,118,7,111,1.855072464,gf8,gf8,false,false,192,512,336,929,801,9,32,80,273,0,3042,1.029257068
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,low_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,16,9,256,138,138,118,7,111,1.855072464,gf8,gf8,false,false,0,1032,1161,1161,129,1,0,1,0,0,4644,0.674203273
leopard2-c0-v2,systematic_encode,per_payload_byte,9,129,low_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,16,9,256,138,138,118,7,111,1.855072464,gf8,gf8,false,false,26496,26496,26496,52992,26496,552,8,24,0,0,159008,0.019690833
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,legacy_high_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,256,256,512,512,264,248,247,1,1.939393939,gf16,gf16,false,false,2048,4096,2048,4616,4863,512,0,16,520,247,17671,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,legacy_high_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,256,256,512,512,264,248,247,1,1.939393939,gf16,gf16,false,false,1291,2582,1291,3102,3102,512,1,16,520,0,11372,1.553904326
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,legacy_high_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,256,256,512,512,264,248,247,1,1.939393939,gf16,gf16,false,false,1291,2582,1291,3102,3102,512,2,16,520,0,11376,1.553357947
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,legacy_high_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,256,256,512,512,264,248,247,1,1.939393939,gf16,gf16,false,false,1291,2582,1291,3102,3102,256,16,16,520,0,11432,1.545748775
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,legacy_high_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,256,255,512,264,264,248,247,1,1.939393939,gf16,gf16,false,false,1538,6646,5108,10735,7165,255,14,70,519,0,34818,0.507524843
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,legacy_high_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,256,255,512,264,264,248,247,1,1.939393939,gf16,gf16,false,false,896,66308,65666,131597,35077,255,4,18,519,0,364330,0.048502731
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,legacy_high_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,256,255,512,264,264,248,247,1,1.939393939,gf16,gf16,false,false,0,2040,2295,2295,255,1,0,1,0,0,9180,1.924945534
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,legacy_high_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,256,255,512,264,264,248,247,1,1.939393939,gf16,gf16,false,false,64152,64152,64152,128304,64152,1056,9,27,0,0,384948,0.045904901
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,low_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,16,16,512,512,264,248,7,241,1.939393939,gf16,gf16,false,false,544,1088,544,1608,1615,32,0,68,520,7,5399,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,low_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,512,512,264,248,7,241,1.939393939,gf16,gf16,false,false,539,1078,539,1598,1598,32,1,68,520,0,5356,1.008028379
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,low_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,512,512,264,248,7,241,1.939393939,gf16,gf16,false,false,539,1078,539,1598,1598,32,2,68,520,0,5360,1.007276119
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,low_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,16,16,512,512,264,248,7,241,1.939393939,gf16,gf16,false,false,539,1078,539,1598,1598,16,8,68,520,0,5384,1.002786033
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,low_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,16,9,512,264,264,248,7,241,1.939393939,gf16,gf16,false,false,360,990,630,1785,1515,9,30,120,525,0,5670,0.952204586
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,low_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,16,9,512,264,264,248,7,241,1.939393939,gf16,gf16,false,false,360,960,630,1755,1515,9,60,150,525,0,5730,0.942233857
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,low_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,16,9,512,264,264,248,7,241,1.939393939,gf16,gf16,false,false,0,2040,2295,2295,255,1,0,1,0,0,9180,0.588126362
leopard2-c0-v2,systematic_encode,per_payload_byte,9,255,low_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,16,9,512,264,264,248,7,241,1.939393939,gf16,gf16,false,false,64152,64152,64152,128304,64152,1056,9,27,0,0,384948,0.014025271
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,legacy_high_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,4,4,32,32,18,14,13,1,1.777777778,gf8,gf8,false,false,20,52,20,86,75,8,0,10,22,1,253,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,legacy_high_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,4,4,32,32,18,14,13,1,1.777777778,gf8,gf8,false,false,20,52,20,86,74,8,1,10,22,0,256,0.98828125
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,legacy_high_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,4,4,32,32,18,14,13,1,1.777777778,gf8,gf8,false,false,20,52,20,86,74,8,2,10,22,0,260,0.973076923
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,legacy_high_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,4,4,32,32,18,14,13,1,1.777777778,gf8,gf8,false,false,20,52,20,86,74,4,4,10,22,0,268,0.944029851
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,legacy_high_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,4,3,32,18,18,14,13,1,1.777777778,gf8,gf8,false,false,6,42,24,93,63,3,6,12,21,0,270,0.937037037
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,legacy_high_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,4,3,32,18,18,14,13,1,1.777777778,gf8,gf8,false,false,6,36,24,87,63,3,12,18,21,0,282,0.897163121
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,legacy_high_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,4,3,32,18,18,14,13,1,1.777777778,gf8,gf8,false,false,0,42,45,45,3,1,0,1,0,0,180,1.405555556
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,legacy_high_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,4,3,32,18,18,14,13,1,1.777777778,gf8,gf8,false,false,1350,1350,1350,2700,1350,72,5,15,0,0,8120,0.031157635
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,low_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,16,16,32,32,18,14,1,13,1.777777778,gf8,gf8,false,false,64,128,64,162,163,32,0,8,34,1,581,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,low_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,32,32,18,14,1,13,1.777777778,gf8,gf8,false,false,64,128,64,162,162,32,1,8,34,0,584,0.994863014
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,low_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,32,32,18,14,1,13,1.777777778,gf8,gf8,false,false,57,114,57,148,148,32,2,8,34,0,532,1.092105263
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,low_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,16,16,32,32,18,14,1,13,1.777777778,gf8,gf8,false,false,57,114,57,148,148,16,8,8,34,0,556,1.044964029
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,low_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,16,15,32,18,18,14,1,13,1.777777778,gf8,gf8,false,false,34,158,124,281,191,15,6,18,33,0,902,0.644124169
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,low_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,16,15,32,18,18,14,1,13,1.777777778,gf8,gf8,false,false,24,244,234,487,207,15,4,10,33,0,1422,0.408579466
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,low_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,16,15,32,18,18,14,1,13,1.777777778,gf8,gf8,false,false,0,42,45,45,3,1,0,1,0,0,180,3.227777778
leopard2-c0-v2,systematic_encode,per_payload_byte,15,3,low_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,16,15,32,18,18,14,1,13,1.777777778,gf8,gf8,false,false,1350,1350,1350,2700,1350,72,5,15,0,0,8120,0.071551724
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,legacy_high_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,8,8,32,32,20,12,9,3,1.6,gf8,gf8,false,false,36,80,36,116,109,16,0,9,28,1,377,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,legacy_high_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,8,8,32,32,20,12,9,3,1.6,gf8,gf8,false,false,36,80,36,116,108,16,1,9,28,0,380,0.992105263
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,legacy_high_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,8,8,32,32,20,12,9,3,1.6,gf8,gf8,false,false,36,80,36,116,108,16,2,9,28,0,384,0.981770833
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,legacy_high_v1,recursive_truncated_parent,parent_preserving,exact_arithmetic_lower_bound_scratch,8,8,32,32,20,12,9,3,1.6,gf8,gf8,false,false,36,80,36,116,108,8,6,9,28,0,400,0.9425
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,legacy_high_v1,binary_dyadic_exact,new_exact_profile,heuristic_optimistic_cross_block,8,5,32,20,20,12,9,3,1.6,gf8,gf8,false,false,16,62,36,117,87,5,4,12,25,0,354,1.064971751
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,legacy_high_v1,full_block_tail_exact,new_exact_profile,heuristic_conservative_dense_join,8,5,32,20,20,12,9,3,1.6,gf8,gf8,false,false,16,58,36,113,87,5,8,16,25,0,362,1.041436464
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,legacy_high_v1,direct_matrix_exact,new_exact_profile,exact_dense_generator_arithmetic,8,5,32,20,20,12,9,3,1.6,gf8,gf8,false,false,0,70,75,75,5,1,0,1,0,0,300,1.256666667
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,legacy_high_v1,subproduct_tree_exact,new_exact_profile,asymptotic_generic_polynomial_proxy,8,5,32,20,20,12,9,3,1.6,gf8,gf8,false,false,1500,1500,1500,3000,1500,80,5,15,0,0,9020,0.041796009
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,low_v1,padded_dyadic_parent,parent_preserving,exact_structural_radix2_dag,16,16,32,32,20,12,1,11,1.6,gf8,gf8,false,false,64,128,64,164,165,32,0,8,36,1,585,1.0
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,low_v1,prefix_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,32,32,20,12,1,11,1.6,gf8,gf8,false,false,64,128,64,164,164,32,1,8,36,0,588,0.994897959
leopard2-c0-v2,systematic_encode,per_payload_byte,15,5,low_v1,dependency_pruned_parent,parent_preserving,exact_structural_radix2_dag,16,16,32,32,20,12,1,11,1.6,gf8,gf8,false,false,61,122,61,158,158,32,2,8,36,0,568,1.029929577
